nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
IFG-ECCA1,I_IFG-ECCA1,,,ECC AG,I,True,ECC-XB-PRODUCTION,ECC,0.000,3000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EDFT1,I_IFG-EDFT1,,,EDF TRADING LIMITED,I,True,EDFTG,EDFT,0.000,4000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EDMK1,I_IFG-EDMK1,,,Mind Energy A/S,I,True,Energidk_G,ENERGIDK,0.000,3000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EGLE1,I_IFG-EGLE1,,,Axpo Solutions AG,I,True,EGL Production,EGL,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ELEE1,I_IFG-ELEE1,,,Electrabel SA,I,True,IELECBEL,ELECBEL,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ELTR1,I_IFG-ELTR1,,,ElectroRoute Energy Trading,I,True,EETL IFA FRGB BMU,ELECTRO,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENBW1,I_IFG-ENBW1,,,EnBW Energie Ba-Wu AG,I,True,I_IFG-ENBW1,ENBWNPT,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENEL1,I_IFG-ENEL1,,,Enel Global Trading S.P.A,I,True,EnelTradeIFA,ENELTRAD,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENET1,I_IFG-ENET1,,,Eneco Energy Trade,I,True,I_IFG-ENET1,ENECOUK,0.000,50.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENKI1,I_IFG-ENKI1,,,ENKI TRADING S.R.O.,I,True,NANOTRAD Gen,NANOTRD,0.000,500.000,P,0.0157520,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENSC1,I_IFG-ENSC1,,,EnSCo Energy Services Company,I,True,Flow into UK,ENSCOAG,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENSP1,I_IFG-ENSP1,,,enspired GmbH,I,True,IF-ENSP-FROM-UK,ENSPIRED,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENTC1,I_IFG-ENTC1,,,Energetech Europe BV,I,True,ENTC1 to UK,ENERGETE,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENVM1,I_IFG-ENVM1,,,Energya VM Gestion De Energia,I,True,ENERVMGEN,ENERVM,0.000,2000.000,P,0.0221547,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ENZL1,I_IFG-ENZL1,,,ENZOL Energy Trading ApS,I,True,IFA (FRANCE) flow INTO UK,ENZOL,0.000,800.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EOET1,I_IFG-EOET1,,,Uniper Global Commodities SE,I,True,IFG-EOET1,EONETRAD,0.000,510.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EPCO1,I_IFG-EPCO1,,,EP COMMODITIES A.S,I,True,EPCAS_FRANCE_GEN,EPCAS,0.000,300.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-ERVA1,I_IFG-ERVA1,,,Erova Energy Limited,I,True,EROVA_G_IFA,EROVAIRL,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EWII1,I_IFG-EWII1,,,EWII Energi A/S,I,True,EWII-IFA1-TO-UK,EWII6000,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EXXO1,I_IFG-EXXO1,,,EXXONMOBIL GAS MARKETING,I,True,EXXON INTO UK,EM123,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EZCO1,I_IFG-EZCO1,,,ENZEE Commodities A/S,I,True,Flow into UK,ENZEE,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-EZPD1,I_IFG-EZPD1,,,Ezpada AG,I,True,Ezpada Into UK,11XEZPAG,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-FLEX1,I_IFG-FLEX1,,,CFP FlexPower GmbH,I,True,I_IFG-FLEX1,FLXPWR,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-FPCD1,I_IFG-FPCD1,,,Freepoint Commodities Europe,I,True,IFG-FPCD1,FREEPNT,0.000,150.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-GASE1,I_IFG-GASE1,,,ENGIE GLOBAL MARKETS,I,True,IFA_P,GASELYS,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-GAZP1,I_IFG-GAZP1,,,SEFE Marketing & Trading LTD,I,True,GAZPROMG,GAZPROM,0.000,3000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-GDFE1,I_IFG-GDFE1,,,ENGIE Power Limited,I,True,GDFI,RWETDL,0.000,200.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-GENI1,I_IFG-GENI1,,,"GEN-I, d.o.o.",I,True,Into UK,GENI,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-GLEN1,I_IFG-GLEN1,,,Glencore Energy UK Ltd,I,True,Flow into UK,GENUK,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-GRMC1,I_IFG-GRMC1,,,A/S Global Risk Management Ltd,I,True,Flows into the  UK,GRMC,0.000,1000.000,P,0.0084878,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-GRMT1,I_IFG-GRMT1,,,A/S Global Risk Management Ltd,I,True,GRM,GLOBAL,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-HART1,I_IFG-HART1,,,HAPPGCO,I,True,Flow into UK,HEPGCO,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-HELI1,I_IFG-HELI1,,,Helios Power Trading A/S,I,True,HELIOS FRANCE GEN,HELIOS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-IBES1,I_IFG-IBES1,,,Iberdrola Energia Espana S.AU.,I,True,IFG_FRANCE_GEN,IBEGENES,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-IDCT1,I_IFG-IDCT1,,,Inductive Energy A/S,I,True,Induct_IFA1UK,INDUCTIV,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-IMPT1,I_IFG-IMPT1,,,Impact Energy Trading A/S,I,True,Flow into UK,IMPACT25,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-INCM1,I_IFG-INCM1,,,IN COMMODITIES A/S,I,True,IFAINCOMASP,INCOMAS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-JWME1,I_IFG-JWME1,,,JWM Energia,I,True,I_IFG-JWME1,JWM,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-KCST1,I_IFG-KCST1,,,KOCH SUPPLY & TRADING SARL,I,True,IFA_GEN,KSARL,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-KVAS1,I_IFG-KVAS1,,,Kvasir Technologies,I,True,I_IFG-KVAS1,KVASIR,0.000,50.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-LTFD1,I_IFG-LTFD1,,,LIGHTFIELD LTD,I,True,LIGHTFLD_IFA_INTO_UK,LIGHTFLD,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-MCRA1,I_IFG-MCRA1,,,Mercuria Energy Trading SA,I,True,IFGMCRA1,METSA,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-MFTE1,I_IFG-MFTE1,,,MFT Energy A/S,I,True,MFT_IMP,MFTE,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-MQBN1,I_IFG-MQBN1,,,Macquarie Bank Limited,I,True,Macquarie Bank IFA,MBLLO,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-NEAS1,I_IFG-NEAS1,,,Centrica Energy Trading A/S,I,True,IFANEASGEN,NEAS,0.000,4000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-NEHO1,I_IFG-NEHO1,,,Nordic Energy House ApS,I,True,IFA NEH-G,NEH,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-NITR1,I_IFG-NITR1,,,Nitor Energy A/S,I,True,IFA INTO UK,NIREX,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-NORL1,I_IFG-NORL1,,,Norlys Energy Trading A/S,I,True,NORLYS_IFA_P,NORLYS,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-NSDQ1,I_IFG-NSDQ1,,,European Market Coupling,I,True,NOMX_IFG,NORDPOOL,0.000,2000.000,P,0.0140482,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-NTPL1,I_IFG-NTPL1,,,Northpool BV,I,True,I_IFG-NTPL1,NORTHPL,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-NVAL1,I_IFG-NVAL1,,,Nvalue AG,I,True,NVALUE IMPORT1,NVALUE,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-OMPX1,I_IFG-OMPX1,,,Ompex AG,I,True,OMPEX_IFA_FR-GB,OMPEX,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-OPMX1,I_IFG-OPMX1,,,Optimax Energy GmbH,I,True,I_IFG-OPMX1,OPTIMAX,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-OUTL1,I_IFG-OUTL1,,,Outlook Energy Ltd,I,True,I_IFG-OUTL1,OUTLOOK,0.000,4000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-PEAK1,I_IFG-PEAK1,,,Peak Gen Top Co Limited,I,True,PGIFA Generation,PEAKGEN,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-PETC1,I_IFG-PETC1,,,PETROCHINA INTL LONDON CO. LTD,I,True,PCIL FR TO UK IFA,PETCHINA,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-PLAN1,I_IFG-PLAN1,,,BCM Energy,I,True,I_IFG-PLAN1,BCMENERG,0.000,400.000,P,0.0097117,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-PTRS1,I_IFG-PTRS1,,,PetroChina International,I,True,PETRIN-IFDG,PETRIN,0.000,2000.000,P,0.0231229,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-PWMR1,I_IFG-PWMR1,,,PowerMart ApS,I,True,IFA IMPORT,POMA,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-QTPT1,I_IFG-QTPT1,,,Quantum Power Trading,I,True,QPT INTO UK,QPT,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-QUAR1,I_IFG-QUAR1,,,Quark Energy Trading Limited,I,True,IFA1 GEN,QUARKET,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-QUEN1,I_IFG-QUEN1,,,QUENT ApS,I,True,Flow INTO UK,QUENT,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-RESP1,I_IFG-RESP1,,,RESPECT ENERGY S.A.,I,True,RESA-IFA-IU,RESA,0.000,700.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-RISQ1,I_IFG-RISQ1,,,Risq Energy Limited,I,True,RISQ to the UK,RISQ,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-RWES1,I_IFG-RWES1,,,RWE Supply and Trading GmbH,I,True,RWEST IFA Import,RWE,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-SEAG1,I_IFG-SEAG1,,,Seagull Energy Trading,I,True,I_IFG-SEAG1,SEAGULL,0.000,4000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-SECF1,I_IFG-SECF1,,,Second Foundation Trading AG,I,True,IFA1 Gen,TRISOLAR,0.000,400.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-SETL1,I_IFG-SETL1,,,Shell Energy Europe Limited,I,True,PRODUCTION BMU,SHELL2,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-SIRI1,I_IFG-SIRI1,,,Sirius Energy SA,I,True,I_IFG-SIRI1,SIRIUSEN,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-SPEM1,I_IFG-SPEM1,,,SP Energy Management Ltd,I,True,IFG-SPEM1,SPOWER02,0.000,2000.000,P,0.0140482,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-SSEG1,I_IFG-SSEG1,,,SSE Energy Supply Limited,I,True,SSE EUI-FRANCE FGB,SSE,0.000,0.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-STAT1,I_IFG-STAT1,,,Statkraft Markets Gmbh,I,True,STATKRAFT_UK_FRANCE IMPORT,STATKRA1,0.000,400.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-STGS1,I_IFG-STGS1,,,STG Switzerland GmbH,I,True,STG CH IFA FR-GB,STG8T4R,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-TFEE1,I_IFG-TFEE1,,,TotalEnergies Gas & Power Ltd,I,True,G-TFEE,TFEGP,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-TILD1,I_IFG-TILD1,,,Tilde Energy Trading A/S,I,True,I_IFG-TILD1,TILDEET,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-TRFD1,I_IFG-TRFD1,,,Trafigura Denmark ApS,I,True,IFA1_IM,TRAFDK23,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-TRFG1,I_IFG-TRFG1,,,Trafigura Trading Sarl,I,True,IFA1_IM,TRAF,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-TRGY1,I_IFG-TRGY1,,,Tradergy S. L.,I,True,Flow into UK,TRADERGY,0.000,1400.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-TRLS1,I_IFG-TRLS1,,,Engelhart CTP Renewables GmbH,I,True,IFA_TRL_G,GREENPWR,0.000,4000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-TRSI1,I_IFG-TRSI1,,,Trasteel International SA,I,True,Flow INTO UK,TRAINT,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-VOLT1,I_IFG-VOLT1,,,Volta Energy DAC,I,True,IFA INTO UK,VOLTADAC,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-VSAL1,I_IFG-VSAL1,,,VITOL SA,I,True,FPNP,VITOLSA,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-VTFS1,I_IFG-VTFS1,,,Vattenfall Energy Trading,I,True,IFG-VTFS1,VTS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-WOLF1,I_IFG-WOLF1,,,Wolfram Trading ApS,I,True,WT IFA Export BMU,WT74183,0.000,800.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IFG-XNON1,I_IFG-XNON1,,,XENON CAPITAL MARKETS LTD,I,True,XENON-IFA-P,XENON,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,FRANCE
IGD-STAT1,I_IGD-STAT1,,,Statkraft Markets Gmbh,I,True,STATKRAFT_UK_GRNL_IMPORT,STATKRA1,-1400.000,0.000,C,0.0200976,0.000,0.000,0.000,0.000,False,False,,,GREENLINK
IGG-STAT1,I_IGG-STAT1,,,Statkraft Markets Gmbh,I,True,STATKRAFT_UK_GRNL_EXPORT,STATKRA1,0.000,1400.000,P,0.0200976,0.000,0.000,0.000,0.000,False,False,,,GREENLINK
IID-AXPO1,I_IID-AXPO1,,,Axpo Solutions AG,I,True,Axpo/EWIC Export,EGL,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-BGSE1,I_IID-BGSE1,,,Bord Gais Energy Limited,I,True,IID-BGSE1,BGELIMIT,-2000.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-BRKF1,I_IID-BRKF1,,,Orsted Renewable Supply 2 Ltd,I,True,Brookfield E,BROOKFLD,-450.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-DSKC1,I_IID-DSKC1,,,Danske Commodities A/S,I,True,DANSKEDE - EWIC,DANSKE,-300.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-ELTR1,I_IID-ELTR1,,,ElectroRoute Energy Trading,I,True,EETL EWIC Exports BMU,ELECTRO,-3000.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-ENGI1,I_IID-ENGI1,,,Mind Energy A/S,I,True,East_west_uk_export,ENERGIDK,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-ERVA1,I_IID-ERVA1,,,Erova Energy Limited,I,True,EROVA_D_EWIC,EROVAIRL,-2000.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-ESBI1,I_IID-ESBI1,,,ESBIG Trading Ltd,I,True,ESBIGT-D-EWIC,ESBIGT,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-ESBI2,I_IID-ESBI2,,,ESBIG Trading Ltd,I,True,ESBIGT-D-EWIC2,ESBIGT,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-INCM1,I_IID-INCM1,,,IN COMMODITIES A/S,I,True,EWICINCOMASC,INCOMAS,-75.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-LTFD1,I_IID-LTFD1,,,LIGHTFIELD LTD,I,True,LIGHTFLD_EWIC_FROM_UK,LIGHTFLD,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-NSEN1,I_IID-NSEN1,,,Centrica Energy Trading A/S,I,True,IIDNEASDEM,NEAS,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-RWES1,I_IID-RWES1,,,RWE Supply and Trading GmbH,I,True,RWEST East West Export,RWE,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-SEEL1,I_IID-SEEL1,,,Shell Energy Europe Limited,I,True,SEEL East West Export,SHELL2,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-STAT1,I_IID-STAT1,,,Statkraft Markets Gmbh,I,True,STATKRAFT EWIC EXPORT,STATKRA1,-1030.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-VAYU1,I_IID-VAYU1,,,Naturgy Limited,I,True,VAYU EWIC,VAYU,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IID-VESL1,I_IID-VESL1,,,Energia Customer Solutions Ltd,I,True,EWIC Dem BM Unit VESL,VESL,-500.000,0.000,C,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-AXPO1,I_IIG-AXPO1,,,Axpo Solutions AG,I,True,Axpo/EWIC Import,EGL,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-BGSE1,I_IIG-BGSE1,,,Bord Gais Energy Limited,I,True,IIG-BGSE1,BGELIMIT,0.000,2000.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-BRKF1,I_IIG-BRKF1,,,Orsted Renewable Supply 2 Ltd,I,True,Brookfield E,BROOKFLD,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-DSKC1,I_IIG-DSKC1,,,Danske Commodities A/S,I,True,DANSKEGE - EWIC,DANSKE,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-ELTR1,I_IIG-ELTR1,,,ElectroRoute Energy Trading,I,True,EETL EWIC Imports BMU,ELECTRO,0.000,3000.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-ENGI1,I_IIG-ENGI1,,,Mind Energy A/S,I,True,East_west_uk_import,ENERGIDK,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-ERVA1,I_IIG-ERVA1,,,Erova Energy Limited,I,True,EROVA_G_EWIC,EROVAIRL,0.000,2000.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-ESBI1,I_IIG-ESBI1,,,ESBIG Trading Ltd,I,True,ESBIGT-G-EWIC,ESBIGT,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-ESBI2,I_IIG-ESBI2,,,ESBIG Trading Ltd,I,True,ESBIGT-G-EWIC2,ESBIGT,0.000,530.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-INCM1,I_IIG-INCM1,,,IN COMMODITIES A/S,I,True,EWICINCOMASP,INCOMAS,0.000,75.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-LTFD1,I_IIG-LTFD1,,,LIGHTFIELD LTD,I,True,LIGHTFLD_EWIC_INTO_UK,LIGHTFLD,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-NSEN1,I_IIG-NSEN1,,,Centrica Energy Trading A/S,I,True,IIGNEASGEN,NEAS,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-RWES1,I_IIG-RWES1,,,RWE Supply and Trading GmbH,I,True,RWEST East West Import,RWE,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-SEEL1,I_IIG-SEEL1,,,Shell Energy Europe Limited,I,True,SEEL East West Import,SHELL2,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-STAT1,I_IIG-STAT1,,,Statkraft Markets Gmbh,I,True,STATKRAFT EWIC IMPORT,STATKRA1,0.000,1030.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-VAYU1,I_IIG-VAYU1,,,Naturgy Limited,I,True,VAYU EWIC,VAYU,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
IIG-VESL1,I_IIG-VESL1,,,Energia Customer Solutions Ltd,I,True,EWIC Gen BM Unit VESL,VESL,0.000,500.000,P,0.0016804,0.000,0.000,0.000,0.000,False,False,,,EWIC
ILD-ALIP1,I_ILD-ALIP1,,,Energetick ApS,I,True,Flow from UK,ALPSNRG,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ALPE1,I_ILD-ALPE1,,,Alpha Energy ApS,I,True,ElecLink Demand,ALPHAENE,-500.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ARON1,I_ILD-ARON1,,,J.Aron & Company,I,True,EL Jaron GB-FR Flow,JARON,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-AROS1,I_ILD-AROS1,,,Arosource ApS,I,True,AROS Flow FROM UK,AROSOURC,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ARTH1,I_ILD-ARTH1,,,Aarhus Trading A/S,I,True,I_ILD-ARTH1,ATAS,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ATLS1,I_ILD-ATLS1,,,Atlas Energy DAC,I,True,Atlas GB-FREL,AED75443,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-BAYW1,I_ILD-BAYW1,,,Baywa r.e. Energy Trading GmbH,I,True,Flow from UK over Eleclink,B9R3T560,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-BKWE1,I_ILD-BKWE1,,,BKW Energie AG,I,True,BWK Eleclink flows from UK,BKW,-450.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-BPGM1,I_ILD-BPGM1,,,BP Gas Marketing Limited,I,True,Flow FROM UK,BPGAS,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-CACM1,I_ILD-CACM1,,,C A Commodities A/S,I,True,ELECLINK Flow out of UK,CACOMAS,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-CBST1,I_ILD-CBST1,,,Cobblestone Energy,I,True,Cobblestone Energy Ltd,CBBLESTN,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-CCME1,I_ILD-CCME1,,,Castleton Commodities Europe,I,True,CCME FROM UK,CASTLEEU,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-CENT1,I_ILD-CENT1,,,Centrica Energy Limited,I,True,CENTRICA ELECLINK,ACCORD,-1050.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-CETL1,I_ILD-CETL1,,,Conrad Energy (Trading) Ltd,I,True,CONRAD FROM UK,CONRAD,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
